"","Taxon","SLA","SLA.units","SLAfromLMA","source"
"1756","Dysoxylum rufum",NA,"",NA,"AUSTRAITS_dataset_34"
"1757","Dysoxylum rufum",NA,"",NA,"AUSTRAITS_dataset_53"
"1758","Dysoxylum rufum",NA,"",NA,"Gallagher_field_workPHD"
"592","Elaeagnus triflora",NA,"",NA,"AUSTRAITS_dataset_49"
"743","Elaeagnus triflora",NA,"",NA,"AUSTRAITS_dataset_68"
"744","Elaeagnus triflora",NA,"",NA,"AUSTRAITS_dataset_68"
"745","Elaeagnus triflora",NA,"",NA,"AUSTRAITS_dataset_68"
"746","Elaeagnus triflora",NA,"",NA,"Gallagher_field_workPHD"
"1451","Elaeagnus triflora",NA,"",NA,"AUSTRAITS_dataset_52"
"1759","Elaeagnus triflora",NA,"",NA,"AUSTRAITS_dataset_53"
"1760","Elaeagnus triflora",NA,"",NA,"Gallagher_field_workPHD"
"606","Elaeocarpus grandis",NA,"",NA,"AUSTRAITS_dataset_68"
"607","Elaeocarpus grandis",NA,"",NA,"AUSTRAITS_dataset_68"
"755","Elaeocarpus grandis",8.19672131147541,"",8.19672131147541,"AUSTRAITS_dataset_32"
"1380","Elaeocarpus grandis",19.6078,"cm2/g",NA,"AUSTRAITS_dataset_32"
"1761","Elaeocarpus grandis",NA,"",NA,"NSW flora online "
"1762","Elaeocarpus grandis",NA,"",NA,"AUSTRAITS_dataset_17"
"1763","Elaeocarpus grandis",NA,"",NA,"AUSTRAITS_dataset_4"
"1764","Elaeocarpus grandis",NA,"",NA,"AUSTRAITS_dataset_53"
"210","Elaeocarpus obovatus",NA,"",NA,"Gallagher_field_workPHD"
"322","Elaeocarpus obovatus",NA,"",NA,"AUSTRAITS_dataset_68"
"332","Elaeocarpus obovatus",NA,"",NA,"Gallagher_field_workPHD"
"345","Elaeocarpus obovatus",NA,"",NA,"AUSTRAITS_dataset_49"
"1307","Elaeocarpus obovatus",13.1319763624425,"",13.1319763624425,"Gallagher_field_workPHD"
"1308","Elaeocarpus obovatus",8.55139387720198,"",8.55139387720198,"Gallagher_field_workPHD"
"1765","Elaeocarpus obovatus",NA,"",NA,"NSW flora online "
"1766","Elaeocarpus obovatus",NA,"",NA,"AUSTRAITS_dataset_34"
"1767","Elaeocarpus obovatus",NA,"",NA,"AUSTRAITS_dataset_53"
"1768","Elaeocarpus obovatus",NA,"",NA,"Gallagher_field_workPHD"
"645","Elattostachys nervosa",NA,"",NA,"AUSTRAITS_dataset_68"
"646","Elattostachys nervosa",NA,"",NA,"AUSTRAITS_dataset_68"
"688","Elattostachys nervosa",NA,"",NA,"AUSTRAITS_dataset_49"
"267","Elattostachys xylocarpa",NA,"",NA,"AUSTRAITS_dataset_68"
"288","Elattostachys xylocarpa",NA,"",NA,"AUSTRAITS_dataset_49"
"1769","Elattostachys xylocarpa",NA,"",NA,"AUSTRAITS_dataset_34"
"1770","Elattostachys xylocarpa",NA,"",NA,"AUSTRAITS_dataset_34"
"260","Embelia australiana",NA,"",NA,"AUSTRAITS_dataset_68"
"261","Embelia australiana",NA,"",NA,"AUSTRAITS_dataset_68"
"262","Embelia australiana",NA,"",NA,"AUSTRAITS_dataset_68"
"437","Embelia australiana",NA,"",NA,"AUSTRAITS_dataset_49"
"444","Embelia australiana",NA,"",NA,"AUSTRAITS_dataset_68"
"445","Embelia australiana",NA,"",NA,"Gallagher_field_workPHD"
"696","Embelia australiana",NA,"",NA,"AUSTRAITS_dataset_68"
"697","Embelia australiana",NA,"",NA,"Gallagher_field_workPHD"
"708","Embelia australiana",NA,"",NA,"AUSTRAITS_dataset_68"
"709","Embelia australiana",NA,"",NA,"AUSTRAITS_dataset_68"
"710","Embelia australiana",NA,"",NA,"AUSTRAITS_dataset_68"
"711","Embelia australiana",NA,"",NA,"Gallagher_field_workPHD"
"766","Embelia australiana",NA,"",NA,"AUSTRAITS_dataset_68"
"767","Embelia australiana",NA,"",NA,"Gallagher_field_workPHD"
"840","Embelia australiana",NA,"",NA,"Gallagher_field_workPHD"
"1309","Embelia australiana",13.5007425408397,"",13.5007425408397,"Gallagher_field_workPHD"
"1310","Embelia australiana",13.2345156167284,"",13.2345156167284,"Gallagher_field_workPHD"
"1311","Embelia australiana",12.187690432663,"",12.187690432663,"Gallagher_field_workPHD"
"1313","Embelia australiana",12.1773015099854,"",12.1773015099854,"Gallagher_field_workPHD"
"1388","Embelia australiana",12.775,"m2/kg",NA,"Gallagher_field_workPHD"
"1771","Embelia australiana",NA,"",NA,"NSW flora online "
"1772","Embelia australiana",NA,"",NA,"Gallagher_field_workPHD"
"1773","Embelia australiana",NA,"",NA,"Gallagher_field_workPHD"
"408","Endiandra discolor",NA,"",NA,"AUSTRAITS_dataset_68"
"409","Endiandra discolor",NA,"",NA,"AUSTRAITS_dataset_68"
"461","Endiandra discolor",NA,"",NA,"AUSTRAITS_dataset_49"
"631","Endiandra discolor",7.6057195010648,"",7.6057195010648,"AUSTRAITS_dataset_39"
"721","Endiandra discolor",NA,"",NA,"Gallagher_field_workPHD"
"1017","Endiandra discolor",NA,"",NA,"Gallagher_field_workPHD"
"1314","Endiandra discolor",11.0497237569061,"",11.0497237569061,"Gallagher_field_workPHD"
"1315","Endiandra discolor",10.5241001894338,"",10.5241001894338,"Gallagher_field_workPHD"
"1774","Endiandra discolor",NA,"",NA,"AUSTRAITS_dataset_34"
"1775","Endiandra discolor",NA,"",NA,"AUSTRAITS_dataset_34"
"1776","Endiandra discolor",NA,"",NA,"Gallagher_field_workPHD"
"865","Endiandra globosa",NA,"",NA,"AUSTRAITS_dataset_68"
"866","Endiandra globosa",NA,"",NA,"AUSTRAITS_dataset_68"
"994","Endiandra globosa",NA,"",NA,"AUSTRAITS_dataset_49"
"1777","Endiandra globosa",NA,"",NA,"AUSTRAITS_dataset_17"
"1778","Endiandra globosa",NA,"",NA,"AUSTRAITS_dataset_34"
"1779","Endiandra globosa",NA,"",NA,"AUSTRAITS_dataset_4"
"625","Endiandra pubens",NA,"",NA,"AUSTRAITS_dataset_68"
"626","Endiandra pubens",NA,"",NA,"AUSTRAITS_dataset_68"
"627","Endiandra pubens",NA,"",NA,"AUSTRAITS_dataset_68"
"662","Endiandra pubens",NA,"",NA,"AUSTRAITS_dataset_49"
"1780","Endiandra pubens",NA,"",NA,"AUSTRAITS_dataset_34"
"220","Endiandra sieberi",NA,"",NA,"AUSTRAITS_dataset_49"
"588","Endiandra sieberi",NA,"",NA,"Gallagher_field_workPHD"
"1316","Endiandra sieberi",9.2695587690026,"",9.2695587690026,"Gallagher_field_workPHD"
"1452","Endiandra sieberi",NA,"",NA,"AUSTRAITS_dataset_52"
"1781","Endiandra sieberi",NA,"",NA,"AUSTRAITS_dataset_24"
"1782","Endiandra sieberi",NA,"",NA,"AUSTRAITS_dataset_34"
"1783","Endiandra sieberi",NA,"",NA,"Gallagher_field_workPHD"
"420","Endiandra virens",NA,"",NA,"AUSTRAITS_dataset_49"
"842","Erythrina species 'Croftby'",NA,"",NA,"AUSTRAITS_dataset_49"
"1784","Eugenia uniflora",NA,"",NA,"AUSTRAITS_dataset_53"
"907","Eupomatia bennettii",NA,"",NA,"AUSTRAITS_dataset_68"
"908","Eupomatia bennettii",NA,"",NA,"AUSTRAITS_dataset_68"
"1082","Eupomatia bennettii",NA,"",NA,"AUSTRAITS_dataset_49"
"1785","Eupomatia bennettii",NA,"",NA,"NSW flora online "
"270","Eupomatia laurina",10.294,"m2/kg",NA,"AUSTRAITS_dataset_52"
"569","Eupomatia laurina",13.33,"m2/kg",NA,"AUSTRAITS_dataset_10"
"600","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_68"
"601","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_68"
"602","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_68"
"651","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_68"
"811","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_68"
"812","Eupomatia laurina",15.655,"m2/kg",NA,"AUSTRAITS_dataset_8"
"819","Eupomatia laurina",NA,"",NA,"Gallagher_field_workPHD"
"850","Eupomatia laurina",NA,"",NA,"Gallagher_field_workPHD"
"857","Eupomatia laurina",NA,"",NA,"Gallagher_field_workPHD"
"862","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_68"
"864","Eupomatia laurina",15.393,"m2/kg",NA,"AUSTRAITS_dataset_28"
"885","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_68"
"886","Eupomatia laurina",10.294,"m2/kg",NA,"AUSTRAITS_dataset_8"
"891","Eupomatia laurina",15.724,"m2/kg",NA,"AUSTRAITS_dataset_28"
"893","Eupomatia laurina",14.433,"m2/kg",NA,"AUSTRAITS_dataset_8"
"894","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_68"
"911","Eupomatia laurina",17.591,"m2/kg",NA,"AUSTRAITS_dataset_52"
"922","Eupomatia laurina",NA,"",NA,"Gallagher_field_workPHD"
"952","Eupomatia laurina",14.9,"m2/kg",NA,"AUSTRAITS_dataset_28"
"977","Eupomatia laurina",NA,"",NA,"Gallagher_field_workPHD"
"990","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_49"
"997","Eupomatia laurina",12.694,"m2/kg",NA,"AUSTRAITS_dataset_8"
"998","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_68"
"1003","Eupomatia laurina",NA,"",NA,"Gallagher_field_workPHD"
"1112","Eupomatia laurina",14.3988480921526,"",14.3988480921526,"AUSTRAITS_dataset_39"
"1317","Eupomatia laurina",19.739439399921,"",19.739439399921,"Gallagher_field_workPHD"
"1318","Eupomatia laurina",17.0648464163823,"",17.0648464163823,"Gallagher_field_workPHD"
"1319","Eupomatia laurina",15.6666144446185,"",15.6666144446185,"Gallagher_field_workPHD"
"1320","Eupomatia laurina",15.389350569406,"",15.389350569406,"Gallagher_field_workPHD"
"1321","Eupomatia laurina",14.1643059490085,"",14.1643059490085,"Gallagher_field_workPHD"
"1322","Eupomatia laurina",5.64525234277972,"",5.64525234277972,"Gallagher_field_workPHD"
"1378","Eupomatia laurina",16.958,"cm2/g",NA,"AUSTRAITS_dataset_32"
"1453","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_52"
"1454","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_52"
"1455","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_52"
"1456","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_52"
"1786","Eupomatia laurina",NA,"",NA,"NSW flora online "
"1787","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_17"
"1788","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_26"
"1789","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_34"
"1790","Eupomatia laurina",NA,"",NA,"AUSTRAITS_dataset_4"
"1791","Eupomatia laurina",NA,"",NA,"Gallagher_field_workPHD"
"353","Euroschinus falcatus",NA,"",NA,"AUSTRAITS_dataset_68"
"495","Euroschinus falcatus",NA,"",NA,"Gallagher_field_workPHD"
"610","Euroschinus falcatus",NA,"",NA,"Gallagher_field_workPHD"
"635","Euroschinus falcatus",NA,"",NA,"Gallagher_field_workPHD"
"643","Euroschinus falcatus",NA,"",NA,"AUSTRAITS_dataset_49"
"788","Euroschinus falcatus",NA,"",NA,"Gallagher_field_workPHD"
"978","Euroschinus falcatus",12.9954515919428,"",12.9954515919428,"AUSTRAITS_dataset_39"
"1324","Euroschinus falcatus",16.6306336271412,"",16.6306336271412,"Gallagher_field_workPHD"
"1325","Euroschinus falcatus",13.7532664007702,"",13.7532664007702,"Gallagher_field_workPHD"
"1326","Euroschinus falcatus",12.8832775057975,"",12.8832775057975,"Gallagher_field_workPHD"
"1327","Euroschinus falcatus",12.093360744951,"",12.093360744951,"Gallagher_field_workPHD"
"1792","Euroschinus falcatus",NA,"",NA,"AUSTRAITS_dataset_34"
"1793","Euroschinus falcatus",NA,"",NA,"AUSTRAITS_dataset_34"
"1794","Euroschinus falcatus",NA,"",NA,"AUSTRAITS_dataset_34"
"1795","Euroschinus falcatus",NA,"",NA,"Gallagher_field_workPHD"
"447","Ficus coronata",NA,"",NA,"AUSTRAITS_dataset_68"
"464","Ficus coronata",NA,"",NA,"AUSTRAITS_dataset_49"
"698","Ficus coronata",NA,"",NA,"AUSTRAITS_dataset_68"
"699","Ficus coronata",15.422,"m2/kg",NA,"AUSTRAITS_dataset_8"
"712","Ficus coronata",NA,"",NA,"AUSTRAITS_dataset_68"
"713","Ficus coronata",15.496,"m2/kg",NA,"AUSTRAITS_dataset_28"
"729","Ficus coronata",NA,"",NA,"Gallagher_field_workPHD"
"931","Ficus coronata",15.645,"m2/kg",NA,"AUSTRAITS_dataset_8"
"932","Ficus coronata",NA,"",NA,"AUSTRAITS_dataset_68"
"993","Ficus coronata",16.555,"m2/kg",NA,"AUSTRAITS_dataset_28"
"1090","Ficus coronata",15.528,"m2/kg",NA,"AUSTRAITS_dataset_28"
"1328","Ficus coronata",22.6039783001808,"",22.6039783001808,"Gallagher_field_workPHD"
"1375","Ficus coronata",13.3364,"cm2/g",NA,"AUSTRAITS_dataset_32"
"1457","Ficus coronata",NA,"",NA,"AUSTRAITS_dataset_52"
"1796","Ficus coronata",NA,"",NA,"AUSTRAITS_dataset_24"
"1797","Ficus coronata",NA,"",NA,"AUSTRAITS_dataset_34"
"1798","Ficus coronata",NA,"",NA,"Gallagher_field_workPHD"
"2240","Ficus coronata",NA,"",NA,"Lawson_field_work"
"2280","Ficus coronata",NA,"",NA,"Kew SID"
"802","Ficus fraseri",NA,"",NA,"AUSTRAITS_dataset_49"
"805","Ficus fraseri",NA,"",NA,"AUSTRAITS_dataset_68"
"806","Ficus fraseri",NA,"",NA,"AUSTRAITS_dataset_68"
"826","Ficus fraseri",22.428,"m2/kg",NA,"AUSTRAITS_dataset_28"
"917","Ficus fraseri",9.902,"m2/kg",NA,"AUSTRAITS_dataset_28"
"918","Ficus fraseri",NA,"",NA,"AUSTRAITS_dataset_68"
"970","Ficus fraseri",14.414,"m2/kg",NA,"AUSTRAITS_dataset_28"
"1022","Ficus fraseri",NA,"",NA,"Gallagher_field_workPHD"
"1067","Ficus fraseri",10.891,"m2/kg",NA,"AUSTRAITS_dataset_28"
"1329","Ficus fraseri",18.3823529411765,"",18.3823529411765,"Gallagher_field_workPHD"
"1799","Ficus fraseri",NA,"",NA,"AUSTRAITS_dataset_34"
"1800","Ficus fraseri",NA,"",NA,"AUSTRAITS_dataset_34"
"1801","Ficus fraseri",NA,"",NA,"AUSTRAITS_dataset_34"
"1802","Ficus fraseri",NA,"",NA,"AUSTRAITS_dataset_53"
"1803","Ficus fraseri",NA,"",NA,"Gallagher_field_workPHD"
"429","Ficus obliqua",NA,"",NA,"AUSTRAITS_dataset_49"
"535","Ficus obliqua",NA,"",NA,"AUSTRAITS_dataset_68"
"582","Ficus obliqua",NA,"",NA,"Gallagher_field_workPHD"
"1330","Ficus obliqua",13.2100396301189,"",13.2100396301189,"Gallagher_field_workPHD"
"1458","Ficus obliqua",NA,"",NA,"AUSTRAITS_dataset_52"
"1804","Ficus obliqua",NA,"",NA,"AUSTRAITS_dataset_24"
"1805","Ficus obliqua",NA,"",NA,"AUSTRAITS_dataset_34"
"1806","Ficus obliqua",NA,"",NA,"AUSTRAITS_dataset_34"
"1807","Ficus obliqua",NA,"",NA,"AUSTRAITS_dataset_34"
"1808","Ficus obliqua",NA,"",NA,"AUSTRAITS_dataset_53"
"1809","Ficus obliqua",NA,"",NA,"Gallagher_field_workPHD"
"518","Ficus opposita",NA,"",NA,"AUSTRAITS_dataset_56"
"1032","Ficus opposita",NA,"",NA,"AUSTRAITS_dataset_49"
"1074","Ficus opposita",8.27403607479729,"",8.27403607479729,"AUSTRAITS_dataset_39"
"1459","Ficus opposita",NA,"",NA,"AUSTRAITS_dataset_52"
"1810","Ficus opposita",NA,"",NA,"AUSTRAITS_dataset_25"
"1811","Ficus opposita",NA,"",NA,"AUSTRAITS_dataset_53"
"1099","ficus racemosa",NA,"",NA,"AUSTRAITS_dataset_29"
"1070","Ficus racemosa",NA,"",NA,"AUSTRAITS_dataset_49"
"1083","Ficus racemosa",NA,"",NA,"AUSTRAITS_dataset_56"
"1107","Ficus racemosa",NA,"",NA,"AUSTRAITS_dataset_68"
"1460","Ficus racemosa",NA,"",NA,"AUSTRAITS_dataset_52"
"1461","Ficus racemosa",NA,"",NA,"AUSTRAITS_dataset_52"
"1812","Ficus racemosa",NA,"",NA,"AUSTRAITS_dataset_34"
"1813","Ficus racemosa",NA,"",NA,"AUSTRAITS_dataset_34"
"1814","Ficus racemosa",NA,"",NA,"AUSTRAITS_dataset_34"
"1815","Ficus racemosa",NA,"",NA,"AUSTRAITS_dataset_53"
"1030","Ficus virens",NA,"",NA,"AUSTRAITS_dataset_49"
"1816","Ficus virens",NA,"",NA,"AUSTRAITS_dataset_34"
"1817","Ficus virens",NA,"",NA,"AUSTRAITS_dataset_53"
"1077","Ficus watkinsiana",NA,"",NA,"AUSTRAITS_dataset_68"
"1078","Ficus watkinsiana",NA,"",NA,"AUSTRAITS_dataset_68"
"1085","Ficus watkinsiana",NA,"",NA,"Gallagher_field_workPHD"
"1091","Ficus watkinsiana",NA,"",NA,"AUSTRAITS_dataset_49"
"1462","Ficus watkinsiana",NA,"",NA,"AUSTRAITS_dataset_52"
"1818","Ficus watkinsiana",NA,"",NA,"AUSTRAITS_dataset_34"
"1819","Ficus watkinsiana",NA,"",NA,"AUSTRAITS_dataset_34"
"1820","Ficus watkinsiana",NA,"",NA,"AUSTRAITS_dataset_34"
"1821","Ficus watkinsiana",NA,"",NA,"AUSTRAITS_dataset_34"
"1822","Ficus watkinsiana",NA,"",NA,"AUSTRAITS_dataset_53"
"1823","Ficus watkinsiana",NA,"",NA,"Gallagher_field_workPHD"
"348","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_56"
"367","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"369","Flagellaria indica",18.496,"m2/kg",NA,"AUSTRAITS_dataset_8"
"400","Flagellaria indica",14.522,"m2/kg",NA,"AUSTRAITS_dataset_8"
"401","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"546","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"547","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"548","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"549","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"550","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"551","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"552","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"553","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"554","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"555","Flagellaria indica",NA,"",NA,"Gallagher_field_workPHD"
"564","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"565","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"566","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"608","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"609","Flagellaria indica",NA,"",NA,"Gallagher_field_workPHD"
"683","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_49"
"690","Flagellaria indica",14.522,"m2/kg",NA,"AUSTRAITS_dataset_52"
"730","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"731","Flagellaria indica",NA,"",NA,"Gallagher_field_workPHD"
"798","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"799","Flagellaria indica",NA,"",NA,"Gallagher_field_workPHD"
"870","Flagellaria indica",NA,"",NA,"Gallagher_field_workPHD"
"956","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_68"
"957","Flagellaria indica",NA,"",NA,"Gallagher_field_workPHD"
"974","Flagellaria indica",18.496,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1331","Flagellaria indica",26.5604249667995,"",26.5604249667995,"Gallagher_field_workPHD"
"1332","Flagellaria indica",22.4265530387979,"",22.4265530387979,"Gallagher_field_workPHD"
"1333","Flagellaria indica",21.7013888888889,"",21.7013888888889,"Gallagher_field_workPHD"
"1335","Flagellaria indica",18.2848784055586,"",18.2848784055586,"Gallagher_field_workPHD"
"1336","Flagellaria indica",12.2669283611384,"",12.2669283611384,"Gallagher_field_workPHD"
"1391","Flagellaria indica",16.509,"m2/kg",NA,"Gallagher_field_workPHD"
"1463","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_52"
"1464","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_52"
"1465","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_52"
"1824","Flagellaria indica",NA,"",NA,"NSW flora online "
"1825","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_17"
"1826","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_32"
"1827","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_32"
"1828","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_4"
"1829","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_53"
"1830","Flagellaria indica",NA,"",NA,"AUSTRAITS_dataset_6"
"1831","Flagellaria indica",NA,"",NA,"Gallagher_field_workPHD"
"874","Flindersia schottiana",NA,"",NA,"AUSTRAITS_dataset_68"
"875","Flindersia schottiana",NA,"",NA,"AUSTRAITS_dataset_68"
"915","Flindersia schottiana",NA,"",NA,"Gallagher_field_workPHD"
"1075","Flindersia schottiana",NA,"",NA,"AUSTRAITS_dataset_49"
"1360","Flindersia schottiana",9.53288846520496,"",9.53288846520496,"AUSTRAITS_dataset_32"
"1832","Flindersia schottiana",NA,"",NA,"NSW flora online "
"1833","Flindersia schottiana",NA,"",NA,"AUSTRAITS_dataset_34"
"1834","Flindersia schottiana",NA,"",NA,"AUSTRAITS_dataset_34"
"1835","Flindersia schottiana",NA,"",NA,"AUSTRAITS_dataset_34"
"1836","Flindersia schottiana",NA,"",NA,"AUSTRAITS_dataset_34"
"1837","Flindersia schottiana",NA,"",NA,"AUSTRAITS_dataset_34"
"1838","Flindersia schottiana",NA,"",NA,"AUSTRAITS_dataset_34"
"1839","Flindersia schottiana",NA,"",NA,"AUSTRAITS_dataset_34"
"1840","Flindersia schottiana",NA,"",NA,"AUSTRAITS_dataset_34"
"1841","Flindersia schottiana",NA,"",NA,"AUSTRAITS_dataset_53"
"1842","Flindersia schottiana",NA,"",NA,"Gallagher_field_workPHD"
"33","Geitonoplesium cymosum",NA,"",NA,"Gallagher_field_workPHD"
"40","Geitonoplesium cymosum",53.112,"m2/kg",NA,"AUSTRAITS_dataset_8"
"41","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_68"
"45","Geitonoplesium cymosum",NA,"",NA,"Gallagher_field_workPHD"
"52","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_68"
"53","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_68"
"54","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_68"
"55","Geitonoplesium cymosum",NA,"",NA,"Gallagher_field_workPHD"
"77","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_68"
"78","Geitonoplesium cymosum",NA,"",NA,"Gallagher_field_workPHD"
"119","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_68"
"120","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_68"
"121","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_68"
"122","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_68"
"123","Geitonoplesium cymosum",NA,"",NA,"Gallagher_field_workPHD"
"125","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_68"
"126","Geitonoplesium cymosum",NA,"",NA,"Gallagher_field_workPHD"
"137","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_68"
"139","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_68"
"140","Geitonoplesium cymosum",NA,"",NA,"Gallagher_field_workPHD"
"218","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_68"
"219","Geitonoplesium cymosum",25.831,"m2/kg",NA,"AUSTRAITS_dataset_8"
"227","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_49"
"240","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_68"
"241","Geitonoplesium cymosum",NA,"",NA,"Gallagher_field_workPHD"
"305","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_68"
"306","Geitonoplesium cymosum",NA,"",NA,"Gallagher_field_workPHD"
"1337","Geitonoplesium cymosum",39.2003136025088,"",39.2003136025088,"Gallagher_field_workPHD"
"1338","Geitonoplesium cymosum",37.0096225018505,"",37.0096225018505,"Gallagher_field_workPHD"
"1339","Geitonoplesium cymosum",35.0262697022767,"",35.0262697022767,"Gallagher_field_workPHD"
"1340","Geitonoplesium cymosum",34.2114266164899,"",34.2114266164899,"Gallagher_field_workPHD"
"1341","Geitonoplesium cymosum",30.9405940594059,"",30.9405940594059,"Gallagher_field_workPHD"
"1342","Geitonoplesium cymosum",30.543677458766,"",30.543677458766,"Gallagher_field_workPHD"
"1343","Geitonoplesium cymosum",24.443901246639,"",24.443901246639,"Gallagher_field_workPHD"
"1344","Geitonoplesium cymosum",21.8102508178844,"",21.8102508178844,"Gallagher_field_workPHD"
"1399","Geitonoplesium cymosum",39.471,"m2/kg",NA,"Gallagher_field_workPHD"
"1419","Geitonoplesium cymosum",40.14,"m2/kg",NA,"AUSTRAITS_dataset_10"
"1466","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_52"
"1843","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_24"
"1844","Geitonoplesium cymosum",NA,"",NA,"NSW flora online "
"1845","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_26"
"1846","Geitonoplesium cymosum",NA,"",NA,"AUSTRAITS_dataset_6"
"1847","Geitonoplesium cymosum",NA,"",NA,"Gallagher_field_workPHD"
"2241","Geitonoplesium cymosum",15.97826443,"m2/kg",NA,"Lawson_field_work"
"2281","Geitonoplesium cymosum",NA,"",NA,"Moles 2004 Seed database"
"326","Glochidion ferdinandi",NA,"",NA,"AUSTRAITS_dataset_49"
"412","Glochidion ferdinandi",11.869,"m2/kg",NA,"AUSTRAITS_dataset_52"
"448","Glochidion ferdinandi",11.87,"m2/kg",NA,"AUSTRAITS_dataset_10"
"466","Glochidion ferdinandi",11.923,"m2/kg",NA,"AUSTRAITS_dataset_52"
"467","Glochidion ferdinandi",11.869,"m2/kg",NA,"AUSTRAITS_dataset_8"
"543","Glochidion ferdinandi",NA,"",NA,"Gallagher_field_workPHD"
"634","Glochidion ferdinandi",NA,"",NA,"Gallagher_field_workPHD"
"694","Glochidion ferdinandi",NA,"",NA,"AUSTRAITS_dataset_30"
"902","Glochidion ferdinandi",NA,"",NA,"Gallagher_field_workPHD"
"1346","Glochidion ferdinandi",17.0328734457503,"",17.0328734457503,"Gallagher_field_workPHD"
"1347","Glochidion ferdinandi",15.3798831128883,"",15.3798831128883,"Gallagher_field_workPHD"
"1348","Glochidion ferdinandi",10.2564102564103,"",10.2564102564103,"Gallagher_field_workPHD"
"1364","Glochidion ferdinandi",NA,"",NA,"AUSTRAITS_dataset_30"
"1377","Glochidion ferdinandi",14.894,"cm2/g",NA,"AUSTRAITS_dataset_32"
